SL,project_name,migration_direction,prompt_mode,model_name,cosine_similarity,crystal_bleu
283,AxonIQ_axonserver-connector-java,travis_to_gha,zero-shot,gpt-4o,0.624582,0.280868
284,AxonIQ_axonserver-connector-java,travis_to_gha,zero-shot,mistral_7b,0.594759,0.262666
285,AxonIQ_axonserver-connector-java,gha_to_travis,zero-shot,gemma3_12b,0.352774,0.069962
286,AxonIQ_axonserver-connector-java,gha_to_travis,zero-shot,llama3_1_8b,0.445742,0.081433
287,AxonIQ_axonserver-connector-java,gha_to_travis,zero-shot,gpt-4o,0.467251,0.111447
288,AxonIQ_axonserver-connector-java,gha_to_travis,zero-shot,mistral_7b,0.370899,0.07031
289,FreeCol_freecol,travis_to_gha,zero-shot,gemma3_12b,0.520766,0.154881
290,FreeCol_freecol,travis_to_gha,zero-shot,llama3_1_8b,0.587066,0.166181
291,FreeCol_freecol,travis_to_gha,zero-shot,gpt-4o,0.562539,0.280467
292,FreeCol_freecol,travis_to_gha,zero-shot,mistral_7b,0.578193,0.217617
293,FreeCol_freecol,gha_to_travis,zero-shot,gemma3_12b,0.130968,0.028398
294,FreeCol_freecol,gha_to_travis,zero-shot,llama3_1_8b,0.467257,0.180995
295,FreeCol_freecol,gha_to_travis,zero-shot,gpt-4o,0.213683,0.076866
296,FreeCol_freecol,gha_to_travis,zero-shot,mistral_7b,0.285546,0.06742
297,nkonev_blog,travis_to_gha,zero-shot,gemma3_12b,0.820374,0.508237
298,nkonev_blog,travis_to_gha,zero-shot,llama3_1_8b,0.769976,0.389247
299,nkonev_blog,travis_to_gha,zero-shot,gpt-4o,0.855107,0.561447
300,nkonev_blog,travis_to_gha,zero-shot,mistral_7b,0.772386,0.485121
301,nkonev_blog,gha_to_travis,zero-shot,gemma3_12b,0.769467,0.539875
302,nkonev_blog,gha_to_travis,zero-shot,llama3_1_8b,0.725192,0.548494
303,nkonev_blog,gha_to_travis,zero-shot,gpt-4o,0.746492,0.578361
304,nkonev_blog,gha_to_travis,zero-shot,mistral_7b,0.618503,0.458318
305,apache_tinkerpop,travis_to_gha,zero-shot,gemma3_12b,0.648908,0.110159
306,apache_tinkerpop,travis_to_gha,zero-shot,llama3_1_8b,0.587669,0.057056
307,apache_tinkerpop,travis_to_gha,zero-shot,gpt-4o,0.615055,0.077597
308,apache_tinkerpop,travis_to_gha,zero-shot,mistral_7b,0.627745,0.050313
309,apache_tinkerpop,gha_to_travis,zero-shot,gemma3_12b,0.680378,0.27211
310,apache_tinkerpop,gha_to_travis,zero-shot,llama3_1_8b,0.638941,0.199108
311,apache_tinkerpop,gha_to_travis,zero-shot,gpt-4o,0.658486,0.285015
312,apache_tinkerpop,gha_to_travis,zero-shot,mistral_7b,0.676045,0.218753
313,radixdlt_radixdlt,travis_to_gha,zero-shot,gemma3_12b,0.586294,0.14969
314,radixdlt_radixdlt,travis_to_gha,zero-shot,llama3_1_8b,0.697728,0.219057
315,radixdlt_radixdlt,travis_to_gha,zero-shot,gpt-4o,0.739382,0.346852
316,radixdlt_radixdlt,travis_to_gha,zero-shot,mistral_7b,0.743957,0.322353
317,radixdlt_radixdlt,gha_to_travis,zero-shot,gemma3_12b,0.379088,0.169443
318,radixdlt_radixdlt,gha_to_travis,zero-shot,llama3_1_8b,0.293711,0.159311
319,radixdlt_radixdlt,gha_to_travis,zero-shot,gpt-4o,0.451531,0.247797
320,radixdlt_radixdlt,gha_to_travis,zero-shot,mistral_7b,0.289655,0.106731
321,alexeytokar_rainbow-rest,travis_to_gha,zero-shot,gemma3_12b,0.689295,0.585042
322,alexeytokar_rainbow-rest,travis_to_gha,zero-shot,llama3_1_8b,0.735715,0.503627
323,alexeytokar_rainbow-rest,travis_to_gha,zero-shot,gpt-4o,0.650515,0.566139
324,alexeytokar_rainbow-rest,travis_to_gha,zero-shot,mistral_7b,0.702661,0.265319
325,alexeytokar_rainbow-rest,gha_to_travis,zero-shot,gemma3_12b,0.253109,0.152277
326,alexeytokar_rainbow-rest,gha_to_travis,zero-shot,llama3_1_8b,0.521749,0.244949
327,alexeytokar_rainbow-rest,gha_to_travis,zero-shot,gpt-4o,0.57735,0.125988
328,alexeytokar_rainbow-rest,gha_to_travis,zero-shot,mistral_7b,0.46291,0.125874
329,portingle_slf4jtesting,travis_to_gha,zero-shot,gemma3_12b,0.601929,0.271157
330,portingle_slf4jtesting,travis_to_gha,zero-shot,llama3_1_8b,0.601929,0.246019
331,portingle_slf4jtesting,travis_to_gha,zero-shot,gpt-4o,0.705973,0.37575
332,portingle_slf4jtesting,travis_to_gha,zero-shot,mistral_7b,0.571833,0.337727
333,portingle_slf4jtesting,gha_to_travis,zero-shot,gemma3_12b,0.30786,0.061494
334,portingle_slf4jtesting,gha_to_travis,zero-shot,llama3_1_8b,0.373101,0.091369
335,portingle_slf4jtesting,gha_to_travis,zero-shot,gpt-4o,0.426401,0.193649
336,portingle_slf4jtesting,gha_to_travis,zero-shot,mistral_7b,0.270765,0.073075
337,primefaces-extensions_primefaces-integration-tests,travis_to_gha,zero-shot,gemma3_12b,0.723947,0.315324
338,primefaces-extensions_primefaces-integration-tests,travis_to_gha,zero-shot,llama3_1_8b,0.676832,0.303553
339,primefaces-extensions_primefaces-integration-tests,travis_to_gha,zero-shot,gpt-4o,0.756051,0.469127
340,primefaces-extensions_primefaces-integration-tests,travis_to_gha,zero-shot,mistral_7b,0.615911,0.229932
341,primefaces-extensions_primefaces-integration-tests,gha_to_travis,zero-shot,gemma3_12b,0.516194,0.378641
342,primefaces-extensions_primefaces-integration-tests,gha_to_travis,zero-shot,llama3_1_8b,0.189938,0.102072
343,primefaces-extensions_primefaces-integration-tests,gha_to_travis,zero-shot,gpt-4o,0.839897,0.457281
344,primefaces-extensions_primefaces-integration-tests,gha_to_travis,zero-shot,mistral_7b,0.79976,0.373087
345,WojciechZankowski_iextrading4j,travis_to_gha,zero-shot,gemma3_12b,0.673516,0.491862
346,WojciechZankowski_iextrading4j,travis_to_gha,zero-shot,llama3_1_8b,0.624501,0.374489
347,WojciechZankowski_iextrading4j,travis_to_gha,zero-shot,gpt-4o,0.714321,0.440333
348,WojciechZankowski_iextrading4j,travis_to_gha,zero-shot,mistral_7b,0.6056,0.376957
349,WojciechZankowski_iextrading4j,gha_to_travis,zero-shot,gemma3_12b,0.277174,0.104765
350,WojciechZankowski_iextrading4j,gha_to_travis,zero-shot,llama3_1_8b,0.202031,0.047633
351,WojciechZankowski_iextrading4j,gha_to_travis,zero-shot,gpt-4o,0.251124,0.072131
352,WojciechZankowski_iextrading4j,gha_to_travis,zero-shot,mistral_7b,0.322329,0.034286
353,Iterable_iterable-android-sdk,travis_to_gha,zero-shot,gemma3_12b,0.642823,0.344949
354,Iterable_iterable-android-sdk,travis_to_gha,zero-shot,llama3_1_8b,0.615838,0.367044
355,Iterable_iterable-android-sdk,travis_to_gha,zero-shot,gpt-4o,0.675231,0.34871
356,Iterable_iterable-android-sdk,travis_to_gha,zero-shot,mistral_7b,0.610849,0.348648
357,Iterable_iterable-android-sdk,gha_to_travis,zero-shot,gemma3_12b,0.45302,0.361584
358,Iterable_iterable-android-sdk,gha_to_travis,zero-shot,llama3_1_8b,0.593782,0.403775
359,Iterable_iterable-android-sdk,gha_to_travis,zero-shot,gpt-4o,0.525939,0.428318
360,Iterable_iterable-android-sdk,gha_to_travis,zero-shot,mistral_7b,0.516809,0.367761
361,albfernandez_joinpdf,travis_to_gha,zero-shot,gemma3_12b,0.532243,0.351532
362,albfernandez_joinpdf,travis_to_gha,zero-shot,llama3_1_8b,0.588885,0.292962
363,albfernandez_joinpdf,travis_to_gha,zero-shot,gpt-4o,0.589083,0.34479
364,albfernandez_joinpdf,travis_to_gha,zero-shot,mistral_7b,0.474481,0.286156
365,albfernandez_joinpdf,gha_to_travis,zero-shot,gemma3_12b,0.550482,0.295468
366,albfernandez_joinpdf,gha_to_travis,zero-shot,llama3_1_8b,0.268608,0.0787
367,albfernandez_joinpdf,gha_to_travis,zero-shot,gpt-4o,0.46791,0.120873
368,albfernandez_joinpdf,gha_to_travis,zero-shot,mistral_7b,0.27588,0.10908
369,apache_parquet-format,travis_to_gha,zero-shot,gemma3_12b,0.745356,0.282415
370,apache_parquet-format,travis_to_gha,zero-shot,llama3_1_8b,0.758493,0.242769
371,apache_parquet-format,travis_to_gha,zero-shot,gpt-4o,0.790343,0.280597
372,apache_parquet-format,travis_to_gha,zero-shot,mistral_7b,0.740826,0.376331
373,apache_parquet-format,gha_to_travis,zero-shot,gemma3_12b,0.835558,0.673671
374,apache_parquet-format,gha_to_travis,zero-shot,llama3_1_8b,0.704873,0.574668
375,apache_parquet-format,gha_to_travis,zero-shot,gpt-4o,0.89023,0.654066
376,apache_parquet-format,gha_to_travis,zero-shot,mistral_7b,0.57711,0.613342
377,MineLittlePony_MineLittlePony,travis_to_gha,zero-shot,gemma3_12b,0.53722,0.164713
378,MineLittlePony_MineLittlePony,travis_to_gha,zero-shot,llama3_1_8b,0.628934,0.130422
379,MineLittlePony_MineLittlePony,travis_to_gha,zero-shot,gpt-4o,0.612545,0.135227
380,MineLittlePony_MineLittlePony,travis_to_gha,zero-shot,mistral_7b,0.606755,0.208134
381,MineLittlePony_MineLittlePony,gha_to_travis,zero-shot,gemma3_12b,0.430355,0.134535
382,MineLittlePony_MineLittlePony,gha_to_travis,zero-shot,llama3_1_8b,0.276184,0.034886
383,MineLittlePony_MineLittlePony,gha_to_travis,zero-shot,gpt-4o,0.35148,0.108237
384,MineLittlePony_MineLittlePony,gha_to_travis,zero-shot,mistral_7b,0.268239,0.113826
385,AreaFiftyLAN_lancie-api,travis_to_gha,zero-shot,gemma3_12b,0.690699,0.299962
386,AreaFiftyLAN_lancie-api,travis_to_gha,zero-shot,llama3_1_8b,0.712761,0.293029
387,AreaFiftyLAN_lancie-api,travis_to_gha,zero-shot,gpt-4o,0.727593,0.239983
388,AreaFiftyLAN_lancie-api,travis_to_gha,zero-shot,mistral_7b,0.768994,0.313536
389,AreaFiftyLAN_lancie-api,gha_to_travis,zero-shot,gemma3_12b,0.377106,0.160153
390,AreaFiftyLAN_lancie-api,gha_to_travis,zero-shot,llama3_1_8b,0.235926,0.056562
391,AreaFiftyLAN_lancie-api,gha_to_travis,zero-shot,gpt-4o,0.446182,0.172306
392,AreaFiftyLAN_lancie-api,gha_to_travis,zero-shot,mistral_7b,0.255778,0.127141
393,CyclopsMC_EvilCraft,travis_to_gha,zero-shot,gemma3_12b,0.711398,0.164173
394,CyclopsMC_EvilCraft,travis_to_gha,zero-shot,llama3_1_8b,0.652453,0.215014
395,CyclopsMC_EvilCraft,travis_to_gha,zero-shot,gpt-4o,0.633007,0.292581
396,CyclopsMC_EvilCraft,travis_to_gha,zero-shot,mistral_7b,0.571041,0.223077
397,CyclopsMC_EvilCraft,gha_to_travis,zero-shot,gemma3_12b,0.321905,0.083918
398,CyclopsMC_EvilCraft,gha_to_travis,zero-shot,llama3_1_8b,0.340771,0.138736
399,CyclopsMC_EvilCraft,gha_to_travis,zero-shot,gpt-4o,0.344095,0.137847
400,CyclopsMC_EvilCraft,gha_to_travis,zero-shot,mistral_7b,0.077144,0.076475
401,MilkBowl_VaultAPI,travis_to_gha,zero-shot,gemma3_12b,0.4148,0.221013
402,MilkBowl_VaultAPI,travis_to_gha,zero-shot,llama3_1_8b,0.516347,0.316814
403,MilkBowl_VaultAPI,travis_to_gha,zero-shot,gpt-4o,0.547894,0.278019
404,MilkBowl_VaultAPI,travis_to_gha,zero-shot,mistral_7b,0.401182,0.166021
405,MilkBowl_VaultAPI,gha_to_travis,zero-shot,gemma3_12b,0.133333,0.055873
406,MilkBowl_VaultAPI,gha_to_travis,zero-shot,llama3_1_8b,0.178885,0.09505
407,MilkBowl_VaultAPI,gha_to_travis,zero-shot,gpt-4o,0.163299,0.034784
408,MilkBowl_VaultAPI,gha_to_travis,zero-shot,mistral_7b,0.123443,0.0548
409,agateau_pixelwheels,travis_to_gha,zero-shot,gemma3_12b,0.69126,0.605636
410,agateau_pixelwheels,travis_to_gha,zero-shot,llama3_1_8b,0.646419,0.379164
411,agateau_pixelwheels,travis_to_gha,zero-shot,gpt-4o,0.676123,0.475486
412,agateau_pixelwheels,travis_to_gha,zero-shot,mistral_7b,0.366422,0.088137
413,agateau_pixelwheels,gha_to_travis,zero-shot,gemma3_12b,0.205847,0.110485
414,agateau_pixelwheels,gha_to_travis,zero-shot,llama3_1_8b,0.477396,0.124035
415,agateau_pixelwheels,gha_to_travis,zero-shot,gpt-4o,0.76277,0.30761
416,agateau_pixelwheels,gha_to_travis,zero-shot,mistral_7b,0.186052,0.023669
417,lessthanoptimal_BoofCV,travis_to_gha,zero-shot,gemma3_12b,0.817164,0.418483
418,lessthanoptimal_BoofCV,travis_to_gha,zero-shot,llama3_1_8b,0.772423,0.360988
419,lessthanoptimal_BoofCV,travis_to_gha,zero-shot,gpt-4o,0.806712,0.492914
420,lessthanoptimal_BoofCV,travis_to_gha,zero-shot,mistral_7b,0.710373,0.348183
421,lessthanoptimal_BoofCV,gha_to_travis,zero-shot,gemma3_12b,0.678928,0.315128
422,lessthanoptimal_BoofCV,gha_to_travis,zero-shot,llama3_1_8b,0.670076,0.267478
423,lessthanoptimal_BoofCV,gha_to_travis,zero-shot,gpt-4o,0.755255,0.522286
424,lessthanoptimal_BoofCV,gha_to_travis,zero-shot,mistral_7b,0.560586,0.153824
425,airlift_aircompressor,travis_to_gha,zero-shot,gemma3_12b,0.552406,0.327327
426,airlift_aircompressor,travis_to_gha,zero-shot,llama3_1_8b,0.628568,0.352723
427,airlift_aircompressor,travis_to_gha,zero-shot,gpt-4o,0.630561,0.346237
428,airlift_aircompressor,travis_to_gha,zero-shot,mistral_7b,0.613667,0.166383
429,airlift_aircompressor,gha_to_travis,zero-shot,gemma3_12b,0.237542,0.038225
430,airlift_aircompressor,gha_to_travis,zero-shot,llama3_1_8b,0.195646,0.044412
431,airlift_aircompressor,gha_to_travis,zero-shot,gpt-4o,0.386244,0.103905
432,airlift_aircompressor,gha_to_travis,zero-shot,mistral_7b,0.331326,0.029817
433,typetools_guava,travis_to_gha,zero-shot,gemma3_12b,0.683051,0.19568
434,typetools_guava,travis_to_gha,zero-shot,llama3_1_8b,0.673153,0.21955
435,typetools_guava,travis_to_gha,zero-shot,gpt-4o,0.752542,0.256623
436,typetools_guava,travis_to_gha,zero-shot,mistral_7b,0.699574,0.251614
437,typetools_guava,gha_to_travis,zero-shot,gemma3_12b,0.364951,0.306844
438,typetools_guava,gha_to_travis,zero-shot,llama3_1_8b,0.26083,0.237208
439,typetools_guava,gha_to_travis,zero-shot,gpt-4o,0.475271,0.417132
440,typetools_guava,gha_to_travis,zero-shot,mistral_7b,0.348068,0.271215
441,btraceio_btrace,travis_to_gha,zero-shot,gemma3_12b,0.660553,0.187051
442,btraceio_btrace,travis_to_gha,zero-shot,llama3_1_8b,0.633491,0.160077
443,btraceio_btrace,travis_to_gha,zero-shot,gpt-4o,0.676883,0.202905
444,btraceio_btrace,travis_to_gha,zero-shot,mistral_7b,0.657155,0.203006
445,btraceio_btrace,gha_to_travis,zero-shot,gemma3_12b,0.29184,0.111449
446,btraceio_btrace,gha_to_travis,zero-shot,llama3_1_8b,0.18974,0.074929
447,btraceio_btrace,gha_to_travis,zero-shot,gpt-4o,0.279487,0.074837
448,btraceio_btrace,gha_to_travis,zero-shot,mistral_7b,0.218299,0.049406
449,parse-community_Parse-SDK-Android,travis_to_gha,zero-shot,gemma3_12b,0.712797,0.450792
450,parse-community_Parse-SDK-Android,travis_to_gha,zero-shot,llama3_1_8b,0.680785,0.423432
451,parse-community_Parse-SDK-Android,travis_to_gha,zero-shot,gpt-4o,0.676492,0.365218
452,parse-community_Parse-SDK-Android,travis_to_gha,zero-shot,mistral_7b,0.51614,0.180337
453,parse-community_Parse-SDK-Android,gha_to_travis,zero-shot,gemma3_12b,0.642024,0.240326
454,parse-community_Parse-SDK-Android,gha_to_travis,zero-shot,llama3_1_8b,0.592927,0.348664
455,parse-community_Parse-SDK-Android,gha_to_travis,zero-shot,gpt-4o,0.54935,0.29077
456,parse-community_Parse-SDK-Android,gha_to_travis,zero-shot,mistral_7b,0.43823,0.314026
457,WISVCH_events,travis_to_gha,zero-shot,gemma3_12b,0.628417,0.353379
458,WISVCH_events,travis_to_gha,zero-shot,llama3_1_8b,0.621,0.320714
459,WISVCH_events,travis_to_gha,zero-shot,gpt-4o,0.743982,0.492098
460,WISVCH_events,travis_to_gha,zero-shot,mistral_7b,0.684633,0.349983
461,WISVCH_events,gha_to_travis,zero-shot,gemma3_12b,0.445229,0.235353
462,WISVCH_events,gha_to_travis,zero-shot,llama3_1_8b,0.33833,0.38338
463,WISVCH_events,gha_to_travis,zero-shot,gpt-4o,0.730146,0.559806
464,WISVCH_events,gha_to_travis,zero-shot,mistral_7b,0.353952,0.271443
465,scijava_scripting-groovy,travis_to_gha,zero-shot,gemma3_12b,0.703906,0.353695
466,scijava_scripting-groovy,travis_to_gha,zero-shot,llama3_1_8b,0.619639,0.405415
467,scijava_scripting-groovy,travis_to_gha,zero-shot,gpt-4o,0.752024,0.382905
468,scijava_scripting-groovy,travis_to_gha,zero-shot,mistral_7b,0.734746,0.237743
469,scijava_scripting-groovy,gha_to_travis,zero-shot,gemma3_12b,0.249742,0.086165
470,scijava_scripting-groovy,gha_to_travis,zero-shot,llama3_1_8b,0.26968,0.159719
471,scijava_scripting-groovy,gha_to_travis,zero-shot,gpt-4o,0.394676,0.171319
472,scijava_scripting-groovy,gha_to_travis,zero-shot,mistral_7b,0.151318,0.029915
473,io7m_jeucreader,travis_to_gha,zero-shot,gemma3_12b,0.63067,0.42932
474,io7m_jeucreader,travis_to_gha,zero-shot,llama3_1_8b,0.666006,0.339348
475,io7m_jeucreader,travis_to_gha,zero-shot,gpt-4o,0.575055,0.313703
476,io7m_jeucreader,travis_to_gha,zero-shot,mistral_7b,0.533783,0.29101
477,io7m_jeucreader,gha_to_travis,zero-shot,gemma3_12b,0.384371,0.244704
478,io7m_jeucreader,gha_to_travis,zero-shot,llama3_1_8b,0.352738,0.17596
479,io7m_jeucreader,gha_to_travis,zero-shot,gpt-4o,0.470757,0.188926
480,io7m_jeucreader,gha_to_travis,zero-shot,mistral_7b,0.358748,0.174623
481,checkout_checkout-sdk-java,travis_to_gha,zero-shot,gemma3_12b,0.131697,0.017784
482,checkout_checkout-sdk-java,travis_to_gha,zero-shot,llama3_1_8b,0.585081,0.379257
483,checkout_checkout-sdk-java,travis_to_gha,zero-shot,gpt-4o,0.671604,0.226455
484,checkout_checkout-sdk-java,travis_to_gha,zero-shot,mistral_7b,0.701565,0.183397
485,checkout_checkout-sdk-java,gha_to_travis,zero-shot,gemma3_12b,0.220497,0.087957
486,checkout_checkout-sdk-java,gha_to_travis,zero-shot,llama3_1_8b,0.252623,0.019993
487,checkout_checkout-sdk-java,gha_to_travis,zero-shot,gpt-4o,0.209192,0.026258
488,checkout_checkout-sdk-java,gha_to_travis,zero-shot,mistral_7b,0.204723,0.026631
489,komamitsu_fluency,travis_to_gha,zero-shot,gemma3_12b,0.576244,0.249408
490,komamitsu_fluency,travis_to_gha,zero-shot,llama3_1_8b,0.576317,0.268742
491,komamitsu_fluency,travis_to_gha,zero-shot,gpt-4o,0.65583,0.262965
492,komamitsu_fluency,travis_to_gha,zero-shot,mistral_7b,0.502818,0.17909
493,komamitsu_fluency,gha_to_travis,zero-shot,gemma3_12b,0.315838,0.075589
494,komamitsu_fluency,gha_to_travis,zero-shot,llama3_1_8b,0.285805,0.058924
495,komamitsu_fluency,gha_to_travis,zero-shot,gpt-4o,0.498273,0.115631
496,komamitsu_fluency,gha_to_travis,zero-shot,mistral_7b,0.340294,0.078693
497,sqlancer_sqlancer,travis_to_gha,zero-shot,gemma3_12b,0.623055,0.441353
498,sqlancer_sqlancer,travis_to_gha,zero-shot,llama3_1_8b,0.44231,0.005278
499,sqlancer_sqlancer,travis_to_gha,zero-shot,gpt-4o,0.637742,0.445461
500,sqlancer_sqlancer,travis_to_gha,zero-shot,mistral_7b,0.349184,0.113577
501,sqlancer_sqlancer,gha_to_travis,zero-shot,gemma3_12b,0.565591,0.467471
502,sqlancer_sqlancer,gha_to_travis,zero-shot,llama3_1_8b,0.366034,0.1072
503,sqlancer_sqlancer,gha_to_travis,zero-shot,gpt-4o,0.848886,0.72071
504,sqlancer_sqlancer,gha_to_travis,zero-shot,mistral_7b,0.782796,0.606905
505,tsandmann_ct-sim,travis_to_gha,zero-shot,gemma3_12b,0.44298,0.230068
506,tsandmann_ct-sim,travis_to_gha,zero-shot,llama3_1_8b,0.629997,0.38105
507,tsandmann_ct-sim,travis_to_gha,zero-shot,gpt-4o,0.501875,0.327485
508,tsandmann_ct-sim,travis_to_gha,zero-shot,mistral_7b,0.595439,0.250423
509,tsandmann_ct-sim,gha_to_travis,zero-shot,gemma3_12b,0.144215,0.056314
510,tsandmann_ct-sim,gha_to_travis,zero-shot,llama3_1_8b,0.151934,0.056195
511,tsandmann_ct-sim,gha_to_travis,zero-shot,gpt-4o,0.295151,0.087255
512,tsandmann_ct-sim,gha_to_travis,zero-shot,mistral_7b,0.392165,0.120362
513,imglib_imglib2-roi,travis_to_gha,zero-shot,gemma3_12b,0.651497,0.38152
514,imglib_imglib2-roi,travis_to_gha,zero-shot,llama3_1_8b,0.692763,0.369274
515,imglib_imglib2-roi,travis_to_gha,zero-shot,gpt-4o,0.679044,0.368334
516,imglib_imglib2-roi,travis_to_gha,zero-shot,mistral_7b,0.732492,0.162466
517,imglib_imglib2-roi,gha_to_travis,zero-shot,gemma3_12b,0.209529,0.109812
518,imglib_imglib2-roi,gha_to_travis,zero-shot,llama3_1_8b,0.239395,0.089078
519,imglib_imglib2-roi,gha_to_travis,zero-shot,gpt-4o,0.330759,0.106752
520,imglib_imglib2-roi,gha_to_travis,zero-shot,mistral_7b,0.205534,0.112747
521,sizovs_PipelinR,travis_to_gha,zero-shot,gemma3_12b,0.679102,0.481913
522,sizovs_PipelinR,travis_to_gha,zero-shot,llama3_1_8b,0.785409,0.564023
523,sizovs_PipelinR,travis_to_gha,zero-shot,gpt-4o,0.634095,0.408248
524,sizovs_PipelinR,travis_to_gha,zero-shot,mistral_7b,0.603817,0.291582
525,sizovs_PipelinR,gha_to_travis,zero-shot,gemma3_12b,0.61101,0.322356
526,sizovs_PipelinR,gha_to_travis,zero-shot,llama3_1_8b,0.368856,0.164466
527,sizovs_PipelinR,gha_to_travis,zero-shot,gpt-4o,0.715626,0.332174
528,sizovs_PipelinR,gha_to_travis,zero-shot,mistral_7b,0.418511,0.138571
529,sofastack_sofa-registry,travis_to_gha,zero-shot,gemma3_12b,0.643585,0.416314
530,sofastack_sofa-registry,travis_to_gha,zero-shot,llama3_1_8b,0.592404,0.372575
531,sofastack_sofa-registry,travis_to_gha,zero-shot,gpt-4o,0.591486,0.344451
532,sofastack_sofa-registry,travis_to_gha,zero-shot,mistral_7b,0.54597,0.185176
533,sofastack_sofa-registry,gha_to_travis,zero-shot,gemma3_12b,0.415376,0.097737
534,sofastack_sofa-registry,gha_to_travis,zero-shot,llama3_1_8b,0.394558,0.147409
535,sofastack_sofa-registry,gha_to_travis,zero-shot,gpt-4o,0.630271,0.288194
536,sofastack_sofa-registry,gha_to_travis,zero-shot,mistral_7b,0.6,0.174991
537,mamewotoko_podplayer,travis_to_gha,zero-shot,gemma3_12b,0.502519,0.191857
538,mamewotoko_podplayer,travis_to_gha,zero-shot,llama3_1_8b,0.62197,0.330759
539,mamewotoko_podplayer,travis_to_gha,zero-shot,gpt-4o,0.710806,0.366456
540,mamewotoko_podplayer,travis_to_gha,zero-shot,mistral_7b,0.5108,0.172919
541,mamewotoko_podplayer,gha_to_travis,zero-shot,gemma3_12b,0.308158,0.072169
542,mamewotoko_podplayer,gha_to_travis,zero-shot,llama3_1_8b,0.246183,0.121716
543,mamewotoko_podplayer,gha_to_travis,zero-shot,gpt-4o,0.440959,0.139686
544,mamewotoko_podplayer,gha_to_travis,zero-shot,mistral_7b,0.160817,0.051571
545,saucelabs_ci-sauce,travis_to_gha,zero-shot,gemma3_12b,0.687893,0.2277
546,saucelabs_ci-sauce,travis_to_gha,zero-shot,llama3_1_8b,0.660694,0.203727
547,saucelabs_ci-sauce,travis_to_gha,zero-shot,gpt-4o,0.711066,0.263341
548,saucelabs_ci-sauce,travis_to_gha,zero-shot,mistral_7b,0.627915,0.271074
549,saucelabs_ci-sauce,gha_to_travis,zero-shot,gemma3_12b,0.396297,0.074995
550,saucelabs_ci-sauce,gha_to_travis,zero-shot,llama3_1_8b,0.222783,0.066578
551,saucelabs_ci-sauce,gha_to_travis,zero-shot,gpt-4o,0.223835,0.122137
552,saucelabs_ci-sauce,gha_to_travis,zero-shot,mistral_7b,0.162489,0.085068
553,apache_maven-resolver,travis_to_gha,zero-shot,gemma3_12b,0.610784,0.16245
554,apache_maven-resolver,travis_to_gha,zero-shot,llama3_1_8b,0.646425,0.158408
555,apache_maven-resolver,travis_to_gha,zero-shot,gpt-4o,0.649034,0.123596
556,apache_maven-resolver,travis_to_gha,zero-shot,mistral_7b,0.608428,0.168959
557,apache_maven-resolver,gha_to_travis,zero-shot,gemma3_12b,0.479054,0.129099
558,apache_maven-resolver,gha_to_travis,zero-shot,llama3_1_8b,0.351771,0.202063
559,apache_maven-resolver,gha_to_travis,zero-shot,gpt-4o,0.505756,0.237468
560,apache_maven-resolver,gha_to_travis,zero-shot,mistral_7b,0.385965,0.148354
561,cryptomator_dokany-nio-adapter,travis_to_gha,zero-shot,gemma3_12b,0.562229,0.1914
562,cryptomator_dokany-nio-adapter,travis_to_gha,zero-shot,llama3_1_8b,0.574227,0.220018
563,cryptomator_dokany-nio-adapter,travis_to_gha,zero-shot,gpt-4o,0.602863,0.262557
