project,setting,direction,model,service,n_files,score_mean,yaml_pass_rate,external_pass_rate,yaml_score_mean,external_score_mean
Pi4J_pi4j-v2,Zero-Shot,travis_to_gha,llama3_1_8b,gha,1,0.0,0.0,0.0,0.0,0.0
Pi4J_pi4j-v2,Zero-Shot,travis_to_gha,gpt-4o,gha,1,1.0,1.0,1.0,1.0,1.0
Pi4J_pi4j-v2,Zero-Shot,travis_to_gha,mistral_7b,gha,1,0.0,0.0,0.0,0.0,0.0
Pi4J_pi4j-v2,Zero-Shot,gha_to_travis,gemma3_12b,travis,1,0.0,0.0,0.0,0.0,0.0
Pi4J_pi4j-v2,Zero-Shot,gha_to_travis,llama3_1_8b,travis,1,0.0,0.0,0.0,0.0,0.0
Pi4J_pi4j-v2,Zero-Shot,gha_to_travis,gpt-4o,travis,1,1.0,1.0,1.0,1.0,1.0
Pi4J_pi4j-v2,Zero-Shot,gha_to_travis,mistral_7b,travis,1,1.0,1.0,1.0,1.0,1.0
Pi4J_pi4j-v2,Fine-Tuned,travis_to_gha,gemma3_12b,gha,1,1.0,1.0,1.0,1.0,1.0
Pi4J_pi4j-v2,Fine-Tuned,gha_to_travis,gemma3_12b,travis,1,1.0,1.0,1.0,1.0,1.0
Pi4J_pi4j-v2,Few-Shot,travis_to_gha,gemma3_12b,gha,1,1.0,1.0,1.0,1.0,1.0
Pi4J_pi4j-v2,Few-Shot,travis_to_gha,llama3_1_8b,gha,1,0.0,0.0,0.0,0.0,0.0
Pi4J_pi4j-v2,Few-Shot,travis_to_gha,gpt-4o,gha,1,1.0,1.0,1.0,1.0,1.0
Pi4J_pi4j-v2,Few-Shot,travis_to_gha,mistral_7b,gha,1,0.5,1.0,0.0,1.0,0.0
Pi4J_pi4j-v2,Few-Shot,gha_to_travis,gemma3_12b,travis,1,1.0,1.0,1.0,1.0,1.0
Pi4J_pi4j-v2,Few-Shot,gha_to_travis,llama3_1_8b,travis,1,0.0,0.0,0.0,0.0,0.0
Pi4J_pi4j-v2,Few-Shot,gha_to_travis,gpt-4o,travis,1,1.0,1.0,1.0,1.0,1.0
Pi4J_pi4j-v2,Few-Shot,gha_to_travis,mistral_7b,travis,1,0.0,0.0,0.0,0.0,0.0
PojavLauncherTeam_PojavLauncher,CIMig,travis_to_gha,CIMig,gha,1,0.0,0.0,0.0,0.0,0.0
PojavLauncherTeam_PojavLauncher,CIMig,gha_to_travis,CIMig,travis,1,0.0,0.0,0.0,0.0,0.0
PojavLauncherTeam_PojavLauncher,Zero-Shot,travis_to_gha,gemma3_12b,gha,1,1.0,1.0,1.0,1.0,1.0
PojavLauncherTeam_PojavLauncher,Zero-Shot,travis_to_gha,llama3_1_8b,gha,1,0.0,0.0,0.0,0.0,0.0
PojavLauncherTeam_PojavLauncher,Zero-Shot,travis_to_gha,gpt-4o,gha,1,1.0,1.0,1.0,1.0,1.0
PojavLauncherTeam_PojavLauncher,Zero-Shot,travis_to_gha,mistral_7b,gha,1,0.5,1.0,0.0,1.0,0.0
PojavLauncherTeam_PojavLauncher,Zero-Shot,gha_to_travis,gemma3_12b,travis,1,1.0,1.0,1.0,1.0,1.0
PojavLauncherTeam_PojavLauncher,Zero-Shot,gha_to_travis,llama3_1_8b,travis,1,0.0,0.0,0.0,0.0,0.0
PojavLauncherTeam_PojavLauncher,Zero-Shot,gha_to_travis,gpt-4o,travis,1,1.0,1.0,1.0,1.0,1.0
PojavLauncherTeam_PojavLauncher,Zero-Shot,gha_to_travis,mistral_7b,travis,1,1.0,1.0,1.0,1.0,1.0
PojavLauncherTeam_PojavLauncher,Fine-Tuned,travis_to_gha,gemma3_12b,gha,1,0.5,1.0,0.0,1.0,0.0
PojavLauncherTeam_PojavLauncher,Fine-Tuned,gha_to_travis,gemma3_12b,travis,1,1.0,1.0,1.0,1.0,1.0
PojavLauncherTeam_PojavLauncher,Few-Shot,travis_to_gha,gemma3_12b,gha,1,1.0,1.0,1.0,1.0,1.0
PojavLauncherTeam_PojavLauncher,Few-Shot,travis_to_gha,llama3_1_8b,gha,1,0.0,0.0,0.0,0.0,0.0
PojavLauncherTeam_PojavLauncher,Few-Shot,travis_to_gha,gpt-4o,gha,1,1.0,1.0,1.0,1.0,1.0
PojavLauncherTeam_PojavLauncher,Few-Shot,travis_to_gha,mistral_7b,gha,1,0.5,1.0,0.0,1.0,0.0
PojavLauncherTeam_PojavLauncher,Few-Shot,gha_to_travis,gemma3_12b,travis,1,0.0,0.0,0.0,0.0,0.0
PojavLauncherTeam_PojavLauncher,Few-Shot,gha_to_travis,llama3_1_8b,travis,1,0.0,0.0,0.0,0.0,0.0
PojavLauncherTeam_PojavLauncher,Few-Shot,gha_to_travis,gpt-4o,travis,1,1.0,1.0,1.0,1.0,1.0
PojavLauncherTeam_PojavLauncher,Few-Shot,gha_to_travis,mistral_7b,travis,1,1.0,1.0,1.0,1.0,1.0
SAP_hybris-commerce-eclipse-plugin,CIMig,travis_to_gha,CIMig,gha,1,0.0,0.0,0.0,0.0,0.0
SAP_hybris-commerce-eclipse-plugin,CIMig,gha_to_travis,CIMig,travis,1,0.0,0.0,0.0,0.0,0.0
Sandec_JMemoryBuddy,CIMig,travis_to_gha,CIMig,gha,1,0.0,0.0,0.0,0.0,0.0
Sandec_JMemoryBuddy,CIMig,gha_to_travis,CIMig,travis,1,0.0,0.0,0.0,0.0,0.0
Sandec_JMemoryBuddy,Zero-Shot,travis_to_gha,gemma3_12b,gha,1,1.0,1.0,1.0,1.0,1.0
Sandec_JMemoryBuddy,Zero-Shot,travis_to_gha,llama3_1_8b,gha,1,1.0,1.0,1.0,1.0,1.0
Sandec_JMemoryBuddy,Zero-Shot,travis_to_gha,gpt-4o,gha,1,1.0,1.0,1.0,1.0,1.0
Sandec_JMemoryBuddy,Zero-Shot,travis_to_gha,mistral_7b,gha,1,0.5,1.0,0.0,1.0,0.0
Sandec_JMemoryBuddy,Zero-Shot,gha_to_travis,gemma3_12b,travis,1,1.0,1.0,1.0,1.0,1.0
Sandec_JMemoryBuddy,Zero-Shot,gha_to_travis,llama3_1_8b,travis,1,0.0,0.0,0.0,0.0,0.0
Sandec_JMemoryBuddy,Zero-Shot,gha_to_travis,gpt-4o,travis,1,1.0,1.0,1.0,1.0,1.0
Sandec_JMemoryBuddy,Zero-Shot,gha_to_travis,mistral_7b,travis,1,0.0,0.0,0.0,0.0,0.0
Sandec_JMemoryBuddy,Fine-Tuned,travis_to_gha,gemma3_12b,gha,1,1.0,1.0,1.0,1.0,1.0
Sandec_JMemoryBuddy,Fine-Tuned,gha_to_travis,gemma3_12b,travis,1,1.0,1.0,1.0,1.0,1.0
Sandec_JMemoryBuddy,Few-Shot,travis_to_gha,gemma3_12b,gha,1,1.0,1.0,1.0,1.0,1.0
Sandec_JMemoryBuddy,Few-Shot,travis_to_gha,llama3_1_8b,gha,1,0.0,0.0,0.0,0.0,0.0
Sandec_JMemoryBuddy,Few-Shot,travis_to_gha,gpt-4o,gha,1,1.0,1.0,1.0,1.0,1.0
Sandec_JMemoryBuddy,Few-Shot,travis_to_gha,mistral_7b,gha,1,1.0,1.0,1.0,1.0,1.0
Sandec_JMemoryBuddy,Few-Shot,gha_to_travis,gemma3_12b,travis,1,1.0,1.0,1.0,1.0,1.0
Sandec_JMemoryBuddy,Few-Shot,gha_to_travis,llama3_1_8b,travis,1,0.0,0.0,0.0,0.0,0.0
Sandec_JMemoryBuddy,Few-Shot,gha_to_travis,gpt-4o,travis,1,1.0,1.0,1.0,1.0,1.0
Sandec_JMemoryBuddy,Few-Shot,gha_to_travis,mistral_7b,travis,1,1.0,1.0,1.0,1.0,1.0
Smarteon_loxone-java,CIMig,travis_to_gha,CIMig,gha,1,0.0,0.0,0.0,0.0,0.0
Smarteon_loxone-java,CIMig,gha_to_travis,CIMig,travis,1,0.0,0.0,0.0,0.0,0.0
Smarteon_loxone-java,Zero-Shot,travis_to_gha,gemma3_12b,gha,1,0.5,1.0,0.0,1.0,0.0
Smarteon_loxone-java,Zero-Shot,travis_to_gha,llama3_1_8b,gha,1,0.0,0.0,0.0,0.0,0.0
Smarteon_loxone-java,Zero-Shot,travis_to_gha,gpt-4o,gha,1,1.0,1.0,1.0,1.0,1.0
Smarteon_loxone-java,Zero-Shot,travis_to_gha,mistral_7b,gha,1,0.0,0.0,0.0,0.0,0.0
Smarteon_loxone-java,Zero-Shot,gha_to_travis,gemma3_12b,travis,1,1.0,1.0,1.0,1.0,1.0
Smarteon_loxone-java,Zero-Shot,gha_to_travis,llama3_1_8b,travis,1,0.0,0.0,0.0,0.0,0.0
Smarteon_loxone-java,Zero-Shot,gha_to_travis,gpt-4o,travis,1,1.0,1.0,1.0,1.0,1.0
Smarteon_loxone-java,Zero-Shot,gha_to_travis,mistral_7b,travis,1,1.0,1.0,1.0,1.0,1.0
Smarteon_loxone-java,Fine-Tuned,travis_to_gha,gemma3_12b,gha,1,1.0,1.0,1.0,1.0,1.0
Smarteon_loxone-java,Fine-Tuned,gha_to_travis,gemma3_12b,travis,1,1.0,1.0,1.0,1.0,1.0
Smarteon_loxone-java,Few-Shot,travis_to_gha,gemma3_12b,gha,1,0.5,1.0,0.0,1.0,0.0
Smarteon_loxone-java,Few-Shot,travis_to_gha,llama3_1_8b,gha,1,0.0,0.0,0.0,0.0,0.0
Smarteon_loxone-java,Few-Shot,travis_to_gha,gpt-4o,gha,1,1.0,1.0,1.0,1.0,1.0
Smarteon_loxone-java,Few-Shot,travis_to_gha,mistral_7b,gha,1,0.0,0.0,0.0,0.0,0.0
Smarteon_loxone-java,Few-Shot,gha_to_travis,gemma3_12b,travis,1,1.0,1.0,1.0,1.0,1.0
Smarteon_loxone-java,Few-Shot,gha_to_travis,llama3_1_8b,travis,1,0.0,0.0,0.0,0.0,0.0
Smarteon_loxone-java,Few-Shot,gha_to_travis,gpt-4o,travis,1,1.0,1.0,1.0,1.0,1.0
Smarteon_loxone-java,Few-Shot,gha_to_travis,mistral_7b,travis,1,1.0,1.0,1.0,1.0,1.0
TagnumElite_ProjectE-Integration,CIMig,travis_to_gha,CIMig,gha,1,0.5,1.0,0.0,1.0,0.0
TagnumElite_ProjectE-Integration,CIMig,gha_to_travis,CIMig,travis,1,0.0,0.0,0.0,0.0,0.0
TagnumElite_ProjectE-Integration,Zero-Shot,travis_to_gha,gemma3_12b,gha,1,0.5,1.0,0.0,1.0,0.0
TagnumElite_ProjectE-Integration,Zero-Shot,travis_to_gha,llama3_1_8b,gha,1,0.0,0.0,0.0,0.0,0.0
TagnumElite_ProjectE-Integration,Zero-Shot,travis_to_gha,gpt-4o,gha,1,1.0,1.0,1.0,1.0,1.0
TagnumElite_ProjectE-Integration,Zero-Shot,travis_to_gha,mistral_7b,gha,1,0.5,1.0,0.0,1.0,0.0
TagnumElite_ProjectE-Integration,Zero-Shot,gha_to_travis,gemma3_12b,travis,1,0.0,0.0,0.0,0.0,0.0
TagnumElite_ProjectE-Integration,Zero-Shot,gha_to_travis,llama3_1_8b,travis,1,0.0,0.0,0.0,0.0,0.0
TagnumElite_ProjectE-Integration,Zero-Shot,gha_to_travis,gpt-4o,travis,1,1.0,1.0,1.0,1.0,1.0
TagnumElite_ProjectE-Integration,Zero-Shot,gha_to_travis,mistral_7b,travis,1,1.0,1.0,1.0,1.0,1.0
TagnumElite_ProjectE-Integration,Fine-Tuned,travis_to_gha,gemma3_12b,gha,1,1.0,1.0,1.0,1.0,1.0
TagnumElite_ProjectE-Integration,Fine-Tuned,gha_to_travis,gemma3_12b,travis,1,1.0,1.0,1.0,1.0,1.0
TagnumElite_ProjectE-Integration,Few-Shot,travis_to_gha,gemma3_12b,gha,1,1.0,1.0,1.0,1.0,1.0
TagnumElite_ProjectE-Integration,Few-Shot,travis_to_gha,llama3_1_8b,gha,1,0.0,0.0,0.0,0.0,0.0
TagnumElite_ProjectE-Integration,Few-Shot,travis_to_gha,gpt-4o,gha,1,0.5,1.0,0.0,1.0,0.0
TagnumElite_ProjectE-Integration,Few-Shot,travis_to_gha,mistral_7b,gha,1,1.0,1.0,1.0,1.0,1.0
TagnumElite_ProjectE-Integration,Few-Shot,gha_to_travis,gemma3_12b,travis,1,1.0,1.0,1.0,1.0,1.0
TagnumElite_ProjectE-Integration,Few-Shot,gha_to_travis,llama3_1_8b,travis,1,0.0,0.0,0.0,0.0,0.0
TagnumElite_ProjectE-Integration,Few-Shot,gha_to_travis,gpt-4o,travis,1,1.0,1.0,1.0,1.0,1.0
TagnumElite_ProjectE-Integration,Few-Shot,gha_to_travis,mistral_7b,travis,1,0.0,0.0,0.0,0.0,0.0
ThatKawaiiSam_Assemble,CIMig,travis_to_gha,CIMig,gha,1,0.0,0.0,0.0,0.0,0.0
ThatKawaiiSam_Assemble,CIMig,gha_to_travis,CIMig,travis,1,0.0,0.0,0.0,0.0,0.0
ThatKawaiiSam_Assemble,Zero-Shot,travis_to_gha,gemma3_12b,gha,1,1.0,1.0,1.0,1.0,1.0
ThatKawaiiSam_Assemble,Zero-Shot,travis_to_gha,llama3_1_8b,gha,1,0.0,0.0,0.0,0.0,0.0
ThatKawaiiSam_Assemble,Zero-Shot,travis_to_gha,gpt-4o,gha,1,1.0,1.0,1.0,1.0,1.0
ThatKawaiiSam_Assemble,Zero-Shot,travis_to_gha,mistral_7b,gha,1,1.0,1.0,1.0,1.0,1.0
ThatKawaiiSam_Assemble,Zero-Shot,gha_to_travis,gemma3_12b,travis,1,0.0,0.0,0.0,0.0,0.0
ThatKawaiiSam_Assemble,Zero-Shot,gha_to_travis,llama3_1_8b,travis,1,1.0,1.0,1.0,1.0,1.0
ThatKawaiiSam_Assemble,Zero-Shot,gha_to_travis,gpt-4o,travis,1,1.0,1.0,1.0,1.0,1.0
ThatKawaiiSam_Assemble,Zero-Shot,gha_to_travis,mistral_7b,travis,1,1.0,1.0,1.0,1.0,1.0
ThatKawaiiSam_Assemble,Fine-Tuned,travis_to_gha,gemma3_12b,gha,1,1.0,1.0,1.0,1.0,1.0
ThatKawaiiSam_Assemble,Fine-Tuned,gha_to_travis,gemma3_12b,travis,1,1.0,1.0,1.0,1.0,1.0
ThatKawaiiSam_Assemble,Few-Shot,travis_to_gha,gemma3_12b,gha,1,0.0,0.0,0.0,0.0,0.0
ThatKawaiiSam_Assemble,Few-Shot,travis_to_gha,llama3_1_8b,gha,1,0.0,0.0,0.0,0.0,0.0
ThatKawaiiSam_Assemble,Few-Shot,travis_to_gha,gpt-4o,gha,1,1.0,1.0,1.0,1.0,1.0
ThatKawaiiSam_Assemble,Few-Shot,travis_to_gha,mistral_7b,gha,1,0.5,1.0,0.0,1.0,0.0
ThatKawaiiSam_Assemble,Few-Shot,gha_to_travis,gemma3_12b,travis,1,1.0,1.0,1.0,1.0,1.0
ThatKawaiiSam_Assemble,Few-Shot,gha_to_travis,llama3_1_8b,travis,1,0.0,0.0,0.0,0.0,0.0
ThatKawaiiSam_Assemble,Few-Shot,gha_to_travis,gpt-4o,travis,1,1.0,1.0,1.0,1.0,1.0
ThatKawaiiSam_Assemble,Few-Shot,gha_to_travis,mistral_7b,travis,1,1.0,1.0,1.0,1.0,1.0
TrNdy_mastodon-tracking,CIMig,travis_to_gha,CIMig,gha,1,0.0,0.0,0.0,0.0,0.0
TrNdy_mastodon-tracking,CIMig,gha_to_travis,CIMig,travis,1,0.0,0.0,0.0,0.0,0.0
TrNdy_mastodon-tracking,Zero-Shot,travis_to_gha,gemma3_12b,gha,1,1.0,1.0,1.0,1.0,1.0
TrNdy_mastodon-tracking,Zero-Shot,travis_to_gha,llama3_1_8b,gha,1,0.5,1.0,0.0,1.0,0.0
TrNdy_mastodon-tracking,Zero-Shot,travis_to_gha,gpt-4o,gha,1,1.0,1.0,1.0,1.0,1.0
TrNdy_mastodon-tracking,Zero-Shot,travis_to_gha,mistral_7b,gha,1,0.5,1.0,0.0,1.0,0.0
TrNdy_mastodon-tracking,Zero-Shot,gha_to_travis,gemma3_12b,travis,1,1.0,1.0,1.0,1.0,1.0
TrNdy_mastodon-tracking,Zero-Shot,gha_to_travis,llama3_1_8b,travis,1,0.0,0.0,0.0,0.0,0.0
TrNdy_mastodon-tracking,Zero-Shot,gha_to_travis,gpt-4o,travis,1,1.0,1.0,1.0,1.0,1.0
TrNdy_mastodon-tracking,Zero-Shot,gha_to_travis,mistral_7b,travis,1,1.0,1.0,1.0,1.0,1.0
TrNdy_mastodon-tracking,Fine-Tuned,travis_to_gha,gemma3_12b,gha,1,1.0,1.0,1.0,1.0,1.0
TrNdy_mastodon-tracking,Fine-Tuned,gha_to_travis,gemma3_12b,travis,1,1.0,1.0,1.0,1.0,1.0
TrNdy_mastodon-tracking,Few-Shot,travis_to_gha,gemma3_12b,gha,1,1.0,1.0,1.0,1.0,1.0
TrNdy_mastodon-tracking,Few-Shot,travis_to_gha,llama3_1_8b,gha,1,0.0,0.0,0.0,0.0,0.0
TrNdy_mastodon-tracking,Few-Shot,travis_to_gha,gpt-4o,gha,1,1.0,1.0,1.0,1.0,1.0
TrNdy_mastodon-tracking,Few-Shot,travis_to_gha,mistral_7b,gha,1,1.0,1.0,1.0,1.0,1.0
TrNdy_mastodon-tracking,Few-Shot,gha_to_travis,gemma3_12b,travis,1,1.0,1.0,1.0,1.0,1.0
TrNdy_mastodon-tracking,Few-Shot,gha_to_travis,llama3_1_8b,travis,1,0.0,0.0,0.0,0.0,0.0
TrNdy_mastodon-tracking,Few-Shot,gha_to_travis,gpt-4o,travis,1,1.0,1.0,1.0,1.0,1.0
TrNdy_mastodon-tracking,Few-Shot,gha_to_travis,mistral_7b,travis,1,0.0,0.0,0.0,0.0,0.0
Twasi_twasi-core,CIMig,travis_to_gha,CIMig,gha,1,0.0,0.0,0.0,0.0,0.0
Twasi_twasi-core,CIMig,gha_to_travis,CIMig,travis,1,0.0,0.0,0.0,0.0,0.0
Twasi_twasi-core,Zero-Shot,travis_to_gha,gemma3_12b,gha,1,0.5,1.0,0.0,1.0,0.0
Twasi_twasi-core,Zero-Shot,travis_to_gha,llama3_1_8b,gha,1,0.0,0.0,0.0,0.0,0.0
Twasi_twasi-core,Zero-Shot,travis_to_gha,gpt-4o,gha,1,1.0,1.0,1.0,1.0,1.0
Twasi_twasi-core,Zero-Shot,travis_to_gha,mistral_7b,gha,1,0.0,0.0,0.0,0.0,0.0
Twasi_twasi-core,Zero-Shot,gha_to_travis,gemma3_12b,travis,1,1.0,1.0,1.0,1.0,1.0
Twasi_twasi-core,Zero-Shot,gha_to_travis,llama3_1_8b,travis,1,1.0,1.0,1.0,1.0,1.0
Twasi_twasi-core,Zero-Shot,gha_to_travis,gpt-4o,travis,1,1.0,1.0,1.0,1.0,1.0
Twasi_twasi-core,Zero-Shot,gha_to_travis,mistral_7b,travis,1,1.0,1.0,1.0,1.0,1.0
Twasi_twasi-core,Fine-Tuned,travis_to_gha,gemma3_12b,gha,1,0.5,1.0,0.0,1.0,0.0
Twasi_twasi-core,Fine-Tuned,gha_to_travis,gemma3_12b,travis,1,1.0,1.0,1.0,1.0,1.0
Twasi_twasi-core,Few-Shot,travis_to_gha,gemma3_12b,gha,1,0.5,1.0,0.0,1.0,0.0
Twasi_twasi-core,Few-Shot,travis_to_gha,llama3_1_8b,gha,1,0.0,0.0,0.0,0.0,0.0
Twasi_twasi-core,Few-Shot,travis_to_gha,gpt-4o,gha,1,1.0,1.0,1.0,1.0,1.0
Twasi_twasi-core,Few-Shot,travis_to_gha,mistral_7b,gha,1,0.5,1.0,0.0,1.0,0.0
Twasi_twasi-core,Few-Shot,gha_to_travis,gemma3_12b,travis,1,1.0,1.0,1.0,1.0,1.0
Twasi_twasi-core,Few-Shot,gha_to_travis,llama3_1_8b,travis,1,0.0,0.0,0.0,0.0,0.0
Twasi_twasi-core,Few-Shot,gha_to_travis,gpt-4o,travis,1,1.0,1.0,1.0,1.0,1.0
Twasi_twasi-core,Few-Shot,gha_to_travis,mistral_7b,travis,1,1.0,1.0,1.0,1.0,1.0
WISVCH_events,CIMig,travis_to_gha,CIMig,gha,1,0.0,0.0,0.0,0.0,0.0
WISVCH_events,CIMig,gha_to_travis,CIMig,travis,1,0.0,0.0,0.0,0.0,0.0
WISVCH_events,Zero-Shot,travis_to_gha,gemma3_12b,gha,1,0.5,1.0,0.0,1.0,0.0
WISVCH_events,Zero-Shot,travis_to_gha,llama3_1_8b,gha,1,0.0,0.0,0.0,0.0,0.0
WISVCH_events,Zero-Shot,travis_to_gha,gpt-4o,gha,1,1.0,1.0,1.0,1.0,1.0
WISVCH_events,Zero-Shot,travis_to_gha,mistral_7b,gha,1,0.0,0.0,0.0,0.0,0.0
WISVCH_events,Zero-Shot,gha_to_travis,gemma3_12b,travis,1,0.0,0.0,0.0,0.0,0.0
WISVCH_events,Zero-Shot,gha_to_travis,llama3_1_8b,travis,1,0.0,0.0,0.0,0.0,0.0
WISVCH_events,Zero-Shot,gha_to_travis,gpt-4o,travis,1,1.0,1.0,1.0,1.0,1.0
WISVCH_events,Zero-Shot,gha_to_travis,mistral_7b,travis,1,1.0,1.0,1.0,1.0,1.0
WISVCH_events,Fine-Tuned,travis_to_gha,gemma3_12b,gha,1,0.5,1.0,0.0,1.0,0.0
WISVCH_events,Fine-Tuned,gha_to_travis,gemma3_12b,travis,1,1.0,1.0,1.0,1.0,1.0
WISVCH_events,Few-Shot,travis_to_gha,gemma3_12b,gha,1,0.5,1.0,0.0,1.0,0.0
WISVCH_events,Few-Shot,travis_to_gha,llama3_1_8b,gha,1,0.0,0.0,0.0,0.0,0.0
WISVCH_events,Few-Shot,travis_to_gha,gpt-4o,gha,1,1.0,1.0,1.0,1.0,1.0
WISVCH_events,Few-Shot,travis_to_gha,mistral_7b,gha,1,0.5,1.0,0.0,1.0,0.0
WISVCH_events,Few-Shot,gha_to_travis,gemma3_12b,travis,1,1.0,1.0,1.0,1.0,1.0
WISVCH_events,Few-Shot,gha_to_travis,llama3_1_8b,travis,1,0.0,0.0,0.0,0.0,0.0
WISVCH_events,Few-Shot,gha_to_travis,gpt-4o,travis,1,1.0,1.0,1.0,1.0,1.0
WISVCH_events,Few-Shot,gha_to_travis,mistral_7b,travis,1,1.0,1.0,1.0,1.0,1.0
WojciechZankowski_iextrading4j,CIMig,travis_to_gha,CIMig,gha,1,0.0,0.0,0.0,0.0,0.0
WojciechZankowski_iextrading4j,CIMig,gha_to_travis,CIMig,travis,1,0.0,0.0,0.0,0.0,0.0
YakushevVladimir_BibleQuote-for-Android,CIMig,travis_to_gha,CIMig,gha,1,0.0,0.0,0.0,0.0,0.0
YakushevVladimir_BibleQuote-for-Android,CIMig,gha_to_travis,CIMig,travis,1,0.0,0.0,0.0,0.0,0.0
YakushevVladimir_BibleQuote-for-Android,Zero-Shot,travis_to_gha,gemma3_12b,gha,1,0.5,1.0,0.0,1.0,0.0
YakushevVladimir_BibleQuote-for-Android,Zero-Shot,travis_to_gha,llama3_1_8b,gha,1,0.5,1.0,0.0,1.0,0.0
YakushevVladimir_BibleQuote-for-Android,Zero-Shot,travis_to_gha,gpt-4o,gha,1,1.0,1.0,1.0,1.0,1.0
YakushevVladimir_BibleQuote-for-Android,Zero-Shot,travis_to_gha,mistral_7b,gha,1,0.0,0.0,0.0,0.0,0.0
YakushevVladimir_BibleQuote-for-Android,Zero-Shot,gha_to_travis,gemma3_12b,travis,1,1.0,1.0,1.0,1.0,1.0
YakushevVladimir_BibleQuote-for-Android,Zero-Shot,gha_to_travis,llama3_1_8b,travis,1,1.0,1.0,1.0,1.0,1.0
YakushevVladimir_BibleQuote-for-Android,Zero-Shot,gha_to_travis,gpt-4o,travis,1,1.0,1.0,1.0,1.0,1.0
YakushevVladimir_BibleQuote-for-Android,Zero-Shot,gha_to_travis,mistral_7b,travis,1,0.0,0.0,0.0,0.0,0.0
YakushevVladimir_BibleQuote-for-Android,Fine-Tuned,travis_to_gha,gemma3_12b,gha,1,1.0,1.0,1.0,1.0,1.0
YakushevVladimir_BibleQuote-for-Android,Fine-Tuned,gha_to_travis,gemma3_12b,travis,1,1.0,1.0,1.0,1.0,1.0
YakushevVladimir_BibleQuote-for-Android,Few-Shot,travis_to_gha,gemma3_12b,gha,1,0.5,1.0,0.0,1.0,0.0
YakushevVladimir_BibleQuote-for-Android,Few-Shot,travis_to_gha,llama3_1_8b,gha,1,0.0,0.0,0.0,0.0,0.0
YakushevVladimir_BibleQuote-for-Android,Few-Shot,travis_to_gha,gpt-4o,gha,1,1.0,1.0,1.0,1.0,1.0
YakushevVladimir_BibleQuote-for-Android,Few-Shot,travis_to_gha,mistral_7b,gha,1,1.0,1.0,1.0,1.0,1.0
YakushevVladimir_BibleQuote-for-Android,Few-Shot,gha_to_travis,gemma3_12b,travis,1,1.0,1.0,1.0,1.0,1.0
YakushevVladimir_BibleQuote-for-Android,Few-Shot,gha_to_travis,llama3_1_8b,travis,1,0.0,0.0,0.0,0.0,0.0
YakushevVladimir_BibleQuote-for-Android,Few-Shot,gha_to_travis,gpt-4o,travis,1,1.0,1.0,1.0,1.0,1.0
YakushevVladimir_BibleQuote-for-Android,Few-Shot,gha_to_travis,mistral_7b,travis,1,1.0,1.0,1.0,1.0,1.0
adobe_experience-platform-streaming-connect,CIMig,travis_to_gha,CIMig,gha,1,0.0,0.0,0.0,0.0,0.0
adobe_experience-platform-streaming-connect,CIMig,gha_to_travis,CIMig,travis,1,0.0,0.0,0.0,0.0,0.0
adobe_experience-platform-streaming-connect,Zero-Shot,travis_to_gha,gemma3_12b,gha,1,1.0,1.0,1.0,1.0,1.0
adobe_experience-platform-streaming-connect,Zero-Shot,travis_to_gha,llama3_1_8b,gha,1,0.0,0.0,0.0,0.0,0.0
adobe_experience-platform-streaming-connect,Zero-Shot,travis_to_gha,gpt-4o,gha,1,1.0,1.0,1.0,1.0,1.0
adobe_experience-platform-streaming-connect,Zero-Shot,travis_to_gha,mistral_7b,gha,1,0.0,0.0,0.0,0.0,0.0
adobe_experience-platform-streaming-connect,Zero-Shot,gha_to_travis,gemma3_12b,travis,1,1.0,1.0,1.0,1.0,1.0
adobe_experience-platform-streaming-connect,Zero-Shot,gha_to_travis,llama3_1_8b,travis,1,0.0,0.0,0.0,0.0,0.0
adobe_experience-platform-streaming-connect,Zero-Shot,gha_to_travis,gpt-4o,travis,1,1.0,1.0,1.0,1.0,1.0
adobe_experience-platform-streaming-connect,Zero-Shot,gha_to_travis,mistral_7b,travis,1,0.0,0.0,0.0,0.0,0.0
adobe_experience-platform-streaming-connect,Fine-Tuned,travis_to_gha,gemma3_12b,gha,1,1.0,1.0,1.0,1.0,1.0
adobe_experience-platform-streaming-connect,Fine-Tuned,gha_to_travis,gemma3_12b,travis,1,1.0,1.0,1.0,1.0,1.0
adobe_experience-platform-streaming-connect,Few-Shot,travis_to_gha,gemma3_12b,gha,1,0.5,1.0,0.0,1.0,0.0
adobe_experience-platform-streaming-connect,Few-Shot,travis_to_gha,llama3_1_8b,gha,1,0.0,0.0,0.0,0.0,0.0
adobe_experience-platform-streaming-connect,Few-Shot,travis_to_gha,gpt-4o,gha,1,1.0,1.0,1.0,1.0,1.0
adobe_experience-platform-streaming-connect,Few-Shot,travis_to_gha,mistral_7b,gha,1,0.5,1.0,0.0,1.0,0.0
adobe_experience-platform-streaming-connect,Few-Shot,gha_to_travis,gemma3_12b,travis,1,1.0,1.0,1.0,1.0,1.0
adobe_experience-platform-streaming-connect,Few-Shot,gha_to_travis,llama3_1_8b,travis,1,0.0,0.0,0.0,0.0,0.0
adobe_experience-platform-streaming-connect,Few-Shot,gha_to_travis,gpt-4o,travis,1,1.0,1.0,1.0,1.0,1.0
adobe_experience-platform-streaming-connect,Few-Shot,gha_to_travis,mistral_7b,travis,1,0.0,0.0,0.0,0.0,0.0
